tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
2019-329,59,ATP 500,Tokyo,329,tokyo,"Tokyo, Japan",2019.09.30,2019,9,30,32,16,Outdoor,Hard,"$2,046,340",USD,2046340,/en/scores/archive/tokyo/329/2019/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Nicolas Mahut,/en/players/nicolas-mahut/m873/overview,nicolas-mahut,m873,Edouard Roger-Vasselin,/en/players/edouard-roger-vasselin/r613/overview,edouard-roger-vasselin,r613
2019-5014,60,Masters 1000,ATP Masters 1000 Shanghai,5014,shanghai,"Shanghai, China",2019.10.06,2019,10,6,56,32,Outdoor,Hard,"$8,322,885",USD,8322885,/en/scores/archive/shanghai/5014/2019/results,Daniil Medvedev,/en/players/daniil-medvedev/mm58/overview,daniil-medvedev,mm58,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00,Bruno Soares,/en/players/bruno-soares/s938/overview,bruno-soares,s938
2019-438,61,ATP 250,Moscow,438,moscow,"Moscow, Russia",2019.10.14,2019,10,14,28,16,Indoor,Hard,"$922,520",USD,922520,/en/scores/archive/moscow/438/2019/results,Andrey Rublev,/en/players/andrey-rublev/re44/overview,andrey-rublev,re44,Marcelo Demoliner,/en/players/marcelo-demoliner/d833/overview,marcelo-demoliner,d833,Matwe Middelkoop,/en/players/matwe-middelkoop/mb88/overview,matwe-middelkoop,mb88
2019-7485,62,ATP 250,Antwerp,7485,antwerp,"Antwerp, Belgium",2019.10.14,2019,10,14,28,16,Indoor,Hard,"�711,275",EUR,711275,/en/scores/archive/antwerp/7485/2019/results,Andy Murray,/en/players/andy-murray/mc10/overview,andy-murray,mc10,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40
2019-429,63,ATP 250,Stockholm,429,stockholm,"Stockholm, Sweden",2019.10.14,2019,10,14,28,16,Indoor,Hard,"�711,275",EUR,711275,/en/scores/archive/stockholm/429/2019/results,Denis Shapovalov,/en/players/denis-shapovalov/su55/overview,denis-shapovalov,su55,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,Edouard Roger-Vasselin,/en/players/edouard-roger-vasselin/r613/overview,edouard-roger-vasselin,r613
2019-337,64,ATP 500,Vienna,337,vienna,"Vienna, Austria",2019.10.21,2019,10,21,32,16,Indoor,Hard,"�2,433,810",EUR,2433810,/en/scores/archive/vienna/337/2019/results,Dominic Thiem,/en/players/dominic-thiem/tb69/overview,dominic-thiem,tb69,Rajeev Ram,/en/players/rajeev-ram/r548/overview,rajeev-ram,r548,Joe Salisbury,/en/players/joe-salisbury/so70/overview,joe-salisbury,so70
2019-328,65,ATP 500,Basel,328,basel,"Basel, Switzerland",2019.10.21,2019,10,21,32,16,Indoor,Hard,"�2,219,975",EUR,2219975,/en/scores/archive/basel/328/2019/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Jean-Julien Rojer,/en/players/jean-julien-rojer/r513/overview,jean-julien-rojer,r513,Horia Tecau,/en/players/horia-tecau/t749/overview,horia-tecau,t749
2019-352,66,Masters 1000,ATP Masters 1000 Paris,352,paris,"Paris, France",2019.10.28,2019,10,28,48,32,Indoor,Hard,"�5,791,280",EUR,5791280,/en/scores/archive/paris/352/2019/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Pierre-Hugues Herbert,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,h996,Nicolas Mahut,/en/players/nicolas-mahut/m873/overview,nicolas-mahut,m873
2019-7696,67,Next Gen Finals,Next Gen ATP Finals,7696,next-gen-atp-finals,"Milan, Italy",2019.11.05,2019,11,5,8,0,Indoor,Hard,"$1,400,000",USD,1400000,/en/scores/archive/next-gen-atp-finals/7696/2019/results,Jannik Sinner,/en/players/jannik-sinner/s0ag/overview,jannik-sinner,s0ag,,,,,,,,
2019-605,68,ATP Finals,Nitto ATP Finals,605,nitto-atp-finals,"London, Great Britain",2019.11.10,2019,11,10,8,8,Indoor,Hard,"$9,000,000",USD,9000000,/en/scores/archive/nitto-atp-finals/605/2019/results,Stefanos Tsitsipas,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51,Pierre-Hugues Herbert,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,h996,Nicolas Mahut,/en/players/nicolas-mahut/m873/overview,nicolas-mahut,m873
tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
2020-8888,1,ATP Cup,ATP Cup,8888,atp-cup,"Brisbane/Perth/Sydney, Australia",2020.01.03,2020,1,3,24,24,Outdoor,Hard,"$15,000,000",USD,15000000,/en/scores/archive/atp-cup/8888/2020/results,Roberto Bautista Agut,/en/players/roberto-bautista-agut/bd06/overview,roberto-bautista-agut,bd06,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Viktor Troicki,/en/players/viktor-troicki/t840/overview,viktor-troicki,t840
2020-451,2,ATP 250,Doha,451,doha,"Doha, Qatar",2020.01.06,2020,1,6,28,16,Outdoor,Hard,"$1,465,260",USD,1465260,/en/scores/archive/doha/451/2020/results,Andrey Rublev,/en/players/andrey-rublev/re44/overview,andrey-rublev,re44,Rohan Bopanna,/en/players/rohan-bopanna/b757/overview,rohan-bopanna,b757,Wesley Koolhof,/en/players/wesley-koolhof/kc41/overview,wesley-koolhof,kc41
2020-8998,3,ATP 250,Adelaide,8998,adelaide,"Adelaide, Australia",2020.01.12,2020,1,12,28,16,Outdoor,Hard,"$610,010",USD,610010,/en/scores/archive/adelaide/8998/2020/results,Andrey Rublev,/en/players/andrey-rublev/re44/overview,andrey-rublev,re44,Maximo Gonzalez,/en/players/maximo-gonzalez/g585/overview,maximo-gonzalez,g585,Fabrice Martin,/en/players/fabrice-martin/me04/overview,fabrice-martin,me04
2020-301,4,ATP 250,Auckland,301,auckland,"Auckland, New Zealand",2020.01.13,2020,1,13,28,16,Outdoor,Hard,"$610,010",USD,610010,/en/scores/archive/auckland/301/2020/results,Ugo Humbert,/en/players/ugo-humbert/hh26/overview,ugo-humbert,hh26,Luke Bambridge,/en/players/luke-bambridge/bk05/overview,luke-bambridge,bk05,Ben McLachlan,/en/players/ben-mclachlan/mo07/overview,ben-mclachlan,mo07
2020-580,5,Grand Slam,Australian Open,580,australian-open,"Melbourne, Australia",2020.01.20,2020,1,20,128,64,Outdoor,Hard,"A$32,505,000",AUD,32505000,/en/scores/archive/australian-open/580/2020/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Rajeev Ram,/en/players/rajeev-ram/r548/overview,rajeev-ram,r548,Joe Salisbury,/en/players/joe-salisbury/so70/overview,joe-salisbury,so70
2020-9158,6,ATP 250,Cordoba,9158,cordoba,"Cordoba, Argentina",2020.02.03,2020,2,3,28,16,Outdoor,Clay,"$610,010",USD,610010,/en/scores/archive/cordoba/9158/2020/results,Cristian Garin,/en/players/cristian-garin/gd64/overview,cristian-garin,gd64,Marcelo Demoliner,/en/players/marcelo-demoliner/d833/overview,marcelo-demoliner,d833,Matwe Middelkoop,/en/players/matwe-middelkoop/mb88/overview,matwe-middelkoop,mb88
2020-891,7,ATP 250,Pune,891,pune,"Pune, India",2020.02.03,2020,2,3,28,16,Outdoor,Hard,"$610,010",USD,610010,/en/scores/archive/pune/891/2020/results,Jiri Vesely,/en/players/jiri-vesely/v708/overview,jiri-vesely,v708,Andre Goransson,/en/players/andre-goransson/ge03/overview,andre-goransson,ge03,Christopher Rungkat,/en/players/christopher-rungkat/r862/overview,christopher-rungkat,r862
2020-375,8,ATP 250,Montpellier,375,montpellier,"Montpellier, France",2020.02.03,2020,2,3,28,16,Indoor,Hard,"�606,350",EUR,606350,/en/scores/archive/montpellier/375/2020/results,Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Nikola Cacic,/en/players/nikola-cacic/cc54/overview,nikola-cacic,cc54,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00
2020-407,9,ATP 500,Rotterdam,407,rotterdam,"Rotterdam, Netherlands",2020.02.10,2020,2,10,32,16,Indoor,Hard,"�2,155,295",EUR,2155295,/en/scores/archive/rotterdam/407/2020/results,Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Pierre-Hugues Herbert,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,h996,Nicolas Mahut,/en/players/nicolas-mahut/m873/overview,nicolas-mahut,m873
2020-424,10,ATP 250,New York,424,new-york,"New York, United States",2020.02.10,2020,2,10,28,16,Indoor,Hard,"$804,180",USD,804180,/en/scores/archive/new-york/424/2020/results,Kyle Edmund,/en/players/kyle-edmund/e831/overview,kyle-edmund,e831,Dominic Inglot,/en/players/dominic-inglot/i200/overview,dominic-inglot,i200,Aisam-Ul-Haq Qureshi,/en/players/aisam-ul-haq-qureshi/q019/overview,aisam-ul-haq-qureshi,q019
2020-506,11,ATP 250,Buenos Aires,506,buenos-aires,"Buenos Aires, Argentina",2020.02.10,2020,2,10,28,16,Outdoor,Clay,"$696,280",USD,696280,/en/scores/archive/buenos-aires/506/2020/results,Casper Ruud,/en/players/casper-ruud/rh16/overview,casper-ruud,rh16,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710,Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,horacio-zeballos,z184
2020-6932,12,ATP 500,Rio de Janeiro,6932,rio-de-janeiro,"Rio de Janeiro, Brazil",2020.02.17,2020,2,17,32,16,Outdoor,Clay,"$1,915,485",USD,1915485,/en/scores/archive/rio-de-janeiro/6932/2020/results,Cristian Garin,/en/players/cristian-garin/gd64/overview,cristian-garin,gd64,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710,Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,horacio-zeballos,z184
2020-496,13,ATP 250,Marseille,496,marseille,"Marseille, France",2020.02.17,2020,2,17,28,16,Indoor,Hard,"�769,670",EUR,769670,/en/scores/archive/marseille/496/2020/results,Stefanos Tsitsipas,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51,Nicolas Mahut,/en/players/nicolas-mahut/m873/overview,nicolas-mahut,m873,Vasek Pospisil,/en/players/vasek-pospisil/pd07/overview,vasek-pospisil,pd07
2020-499,14,ATP 250,Delray Beach,499,delray-beach,"Delray Beach, United States",2020.02.17,2020,2,17,32,16,Outdoor,Hard,"$673,655",USD,673655,/en/scores/archive/delray-beach/499/2020/results,Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2020-495,15,ATP 500,Dubai,495,dubai,"Dubai, United Arab Emirates",2020.02.24,2020,2,24,32,16,Outdoor,Hard,"$2,950,420",USD,2950420,/en/scores/archive/dubai/495/2020/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,John Peers,/en/players/john-peers/pc96/overview,john-peers,pc96,Michael Venus,/en/players/michael-venus/v576/overview,michael-venus,v576
2020-807,16,ATP 500,Acapulco,807,acapulco,"Acapulco, Mexico",2020.02.24,2020,2,24,32,16,Outdoor,Hard,"$2,000,845",USD,2000845,/en/scores/archive/acapulco/807/2020/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Lukasz Kubot,/en/players/lukasz-kubot/k540/overview,lukasz-kubot,k540,Marcelo Melo,/en/players/marcelo-melo/m919/overview,marcelo-melo,m919
2020-8996,17,ATP 250,Santiago,8996,santiago,"Santiago, Chile",2020.02.24,2020,2,24,28,16,Outdoor,Clay,"$674,730",USD,674730,/en/scores/archive/santiago/8996/2020/results,Thiago Seyboth Wild,/en/players/thiago-seyboth-wild/sx91/overview,thiago-seyboth-wild,sx91,Roberto Carballes Baena,/en/players/roberto-carballes-baena/cf59/overview,roberto-carballes-baena,cf59,Alejandro Davidovich Fokina,/en/players/alejandro-davidovich-fokina/dh50/overview,alejandro-davidovich-fokina,dh50
2020-404,18,Masters 1000,ATP Masters 1000 Indian Wells (Suspended),404,indian-wells,"Indian Wells, United States",2020.03.12,2020,3,12,96,32,Outdoor,Hard,"$9,735,685",USD,9735685,/en/scores/archive/indian-wells/404/2020/results,,,,,,,,,,,,
2020-403,19,Masters 1000,ATP Masters 1000 Miami (Suspended),403,miami,"Miami, United States",2020.03.25,2020,3,25,96,32,Outdoor,Hard,"$9,735,685",USD,9735685,/en/scores/archive/miami/403/2020/results,,,,,,,,,,,,
2020-717,20,ATP 250,Houston (Suspended),717,houston,"Houston, United States",2020.04.06,2020,4,6,28,16,Outdoor,Clay,"$674,730",USD,674730,/en/scores/archive/houston/717/2020/results,,,,,,,,,,,,
2020-360,21,ATP 250,Marrakech (Suspended),360,marrakech,"Marrakech, Morocco",2020.04.06,2020,4,6,32,16,Outdoor,Clay,"�606,350",EUR,606350,/en/scores/archive/marrakech/360/2020/results,,,,,,,,,,,,
2020-410,22,Masters 1000,ATP Masters 1000 Monte Carlo (Suspended),410,monte-carlo,"Monte Carlo, Monaco",2020.04.12,2020,4,12,56,28,Outdoor,Clay,"�5,961,830",EUR,5961830,/en/scores/archive/monte-carlo/410/2020/results,,,,,,,,,,,,
2020-425,23,ATP 500,Barcelona (Suspended),425,barcelona,"Barcelona, Spain",2020.04.20,2020,4,20,48,16,Outdoor,Clay,"�2,803,265",EUR,2803265,/en/scores/archive/barcelona/425/2020/results,,,,,,,,,,,,
2020-7648,24,ATP 250,Budapest (Suspended),7648,budapest,"Budapest, Hungary",2020.04.20,2020,4,20,28,16,Outdoor,Clay,"�606,350",EUR,606350,/en/scores/archive/budapest/7648/2020/results,,,,,,,,,,,,
2020-7290,25,ATP 250,Estoril (Suspended),7290,estoril,"Estoril, Portugal",2020.04.27,2020,4,27,28,16,Outdoor,Clay,"�606,350",EUR,606350,/en/scores/archive/estoril/7290/2020/results,,,,,,,,,,,,
2020-308,26,ATP 250,Munich (Suspended),308,munich,"Munich, Germany",2020.04.27,2020,4,27,28,16,Outdoor,Clay,"�606,350",EUR,606350,/en/scores/archive/munich/308/2020/results,,,,,,,,,,,,
2020-322,27,ATP 250,Geneva (Suspended),322,geneva,"Geneva, Switzerland",2020.05.17,2020,5,17,28,16,Outdoor,Clay,"�606,350",EUR,606350,/en/scores/archive/geneva/322/2020/results,,,,,,,,,,,,
2020-7694,28,ATP 250,Lyon (Suspended),7694,lyon,"Lyon, France",2020.05.17,2020,5,17,28,16,Outdoor,Clay,"�606,350",EUR,606350,/en/scores/archive/lyon/7694/2020/results,,,,,,,,,,,,
2020-321,29,ATP 250,Stuttgart (Suspended),321,stuttgart,"Stuttgart, Germany",2020.06.08,2020,6,8,28,16,Outdoor,Grass,"�780,570",EUR,780570,/en/scores/archive/stuttgart/321/2020/results,,,,,,,,,,,,
2020-440,30,ATP 250,'s-Hertogenbosch (Suspended),440,s-hertogenbosch,"'s-Hertogenbosch, Netherlands",2020.06.08,2020,6,8,28,16,Outdoor,Grass,"�735,790",EUR,735790,/en/scores/archive/s-hertogenbosch/440/2020/results,,,,,,,,,,,,
2020-500,31,ATP 500,Halle (Suspended),500,halle,"Halle, Germany",2020.06.15,2020,6,15,32,16,Outdoor,Grass,"�2,275,960",EUR,2275960,/en/scores/archive/halle/500/2020/results,,,,,,,,,,,,
2020-311,32,ATP 500,London / Queen's Club (Suspended),311,london,"London, Great Britain",2020.06.15,2020,6,15,32,16,Outdoor,Grass,"�2,275,960",EUR,2275960,/en/scores/archive/london/311/2020/results,,,,,,,,,,,,
2020-8994,33,ATP 250,Mallorca (Suspended),8994,mallorca,"Mallorca, Spain",2020.06.21,2020,6,21,28,16,Outdoor,Grass,"$963,655",USD,963655,/en/scores/archive/mallorca/8994/2020/results,,,,,,,,,,,,
2020-741,34,ATP 250,Eastbourne (Suspended),741,eastbourne,"Eastbourne, Great Britain",2020.06.22,2020,6,22,28,16,Outdoor,Grass,"�771,680",EUR,771680,/en/scores/archive/eastbourne/741/2020/results,,,,,,,,,,,,
2020-540,35,Grand Slam,Wimbledon (Suspended),540,wimbledon,"London, Great Britain",2020.06.29,2020,6,29,128,64,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/2020/results,,,,,,,,,,,,
2020-315,36,ATP 250,Newport (Suspended),315,newport,"Newport, United States",2020.07.13,2020,7,13,28,16,Outdoor,Grass,"$674,730",USD,674730,/en/scores/archive/newport/315/2020/results,,,,,,,,,,,,
2020-316,37,ATP 250,Bastad (Suspended),316,bastad,"Bastad, Sweden",2020.07.13,2020,7,13,28,16,Outdoor,Clay,"�606,350",EUR,606350,/en/scores/archive/bastad/316/2020/results,,,,,,,,,,,,
2020-7480,38,ATP 250,Los Cabos (Suspended),7480,los-cabos,"Los Cabos, Mexico",2020.07.20,2020,7,20,28,16,Outdoor,Hard,"$933,625",USD,933625,/en/scores/archive/los-cabos/7480/2020/results,,,,,,,,,,,,
2020-314,39,ATP 250,Gstaad (Suspended),314,gstaad,"Gstaad, Switzerland",2020.07.20,2020,7,20,28,16,Outdoor,Clay,"�606,350",EUR,606350,/en/scores/archive/gstaad/314/2020/results,,,,,,,,,,,,
2020-439,40,ATP 250,Umag (Suspended),439,umag,"Umag, Croatia",2020.07.20,2020,7,20,28,16,Outdoor,Clay,"�606,350",EUR,606350,/en/scores/archive/umag/439/2020/results,,,,,,,,,,,,
2020-96,41,,Tokyo Olympics (Suspended),96,tokyo,"Tokyo, Japan",2020.07.25,2020,7,25,64,32,Outdoor,Hard,,,,/en/scores/archive/tokyo/96/2020/results,,,,,,,,,,,,
2020-6116,42,ATP 250,Atlanta (Suspended),6116,atlanta,"Atlanta, United States",2020.07.27,2020,7,27,28,16,Outdoor,Hard,"$804,180",USD,804180,/en/scores/archive/atlanta/6116/2020/results,,,,,,,,,,,,
2020-421,43,Masters 1000,ATP Masters 1000 Canada (Suspended),421,toronto,"Toronto, Canada",2020.08.10,2020,8,10,56,32,Outdoor,Hard,"$6,753,510",USD,6753510,/en/scores/archive/toronto/421/2020/results,,,,,,,,,,,,
2020-418,44,ATP 500,Washington (Suspended),418,washington,"Washington, United States",2020.08.14,2020,8,14,48,16,Outdoor,Hard,"$2,108,865",USD,2108865,/en/scores/archive/washington/418/2020/results,,,,,,,,,,,,
2020-422,45,Masters 1000,ATP Masters 1000 Cincinnati,422,new-york,"New York, United States",2020.08.22,2020,8,22,56,32,Outdoor,Hard,"$4,674,780",USD,4674780,/en/scores/archive/new-york/422/2020/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Pablo Carreno Busta,/en/players/pablo-carreno-busta/cd85/overview,pablo-carreno-busta,cd85,Alex de Minaur,/en/players/alex-de-minaur/dh58/overview,alex-de-minaur,dh58
2020-6242,46,ATP 250,Winston-Salem (Suspended),6242,winston-salem,"Winston-Salem, United States",2020.08.23,2020,8,23,48,16,Outdoor,Hard,"$835,020",USD,835020,/en/scores/archive/winston-salem/6242/2020/results,,,,,,,,,,,,
2020-560,47,Grand Slam,US Open,560,us-open,"New York, United States",2020.08.31,2020,8,31,128,32,Outdoor,Hard,"$21,656,000",USD,21656000,/en/scores/archive/us-open/560/2020/results,Dominic Thiem,/en/players/dominic-thiem/tb69/overview,dominic-thiem,tb69,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00,Bruno Soares,/en/players/bruno-soares/s938/overview,bruno-soares,s938
2020-319,48,ATP 250,Kitzbuhel,319,kitzbuhel,"Kitzbuhel, Austria",2020.09.08,2020,9,8,28,16,Outdoor,Clay,"�400,335",EUR,400335,/en/scores/archive/kitzbuhel/319/2020/results,Miomir Kecmanovic,/en/players/miomir-kecmanovic/ki95/overview,miomir-kecmanovic,ki95,Austin Krajicek,/en/players/austin-krajicek/ka00/overview,austin-krajicek,ka00,Franko Skugor,/en/players/franko-skugor/sf76/overview,franko-skugor,sf76
2020-1536,49,Masters 1000,ATP Masters 1000 Madrid (Suspended),1536,madrid,"Madrid, Spain",2020.09.13,2020,9,13,56,28,Outdoor,Clay,"�7,659,165",EUR,7659165,/en/scores/archive/madrid/1536/2020/results,,,,,,,,,,,,
2020-416,50,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2020.09.14,2020,9,14,56,32,Outdoor,Clay,"�3,854,000",EUR,3854000,/en/scores/archive/rome/416/2020/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710,Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,horacio-zeballos,z184
2020-414,51,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2020.09.21,2020,9,21,32,16,Outdoor,Clay,"�1,203,960",EUR,1203960,/en/scores/archive/hamburg/414/2020/results,Andrey Rublev,/en/players/andrey-rublev/re44/overview,andrey-rublev,re44,John Peers,/en/players/john-peers/pc96/overview,john-peers,pc96,Michael Venus,/en/players/michael-venus/v576/overview,michael-venus,v576
2020-341,52,ATP 250,Metz (Suspended),341,metz,"Metz, France",2020.09.21,2020,9,21,28,16,Indoor,Hard,"�606,350",EUR,606350,/en/scores/archive/metz/341/2020/results,,,,,,,,,,,,
2020-9210,53,Laver Cup,Laver Cup (Suspended),9210,laver-cup,"Boston, United States",2020.09.25,2020,9,25,12,12,Indoor,Hard,,,,/en/scores/archive/laver-cup/9210/2020/results,,,,,,,,,,,,
2020-520,54,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2020.09.27,2020,9,27,128,64,Outdoor,Clay,"�18,209,040",EUR,18209040,/en/scores/archive/roland-garros/520/2020/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40
2020-7581,55,ATP 250,Chengdu (Suspended),7581,chengdu,"Chengdu, China",2020.09.28,2020,9,28,28,16,Outdoor,Hard,"$1,255,180",USD,1255180,/en/scores/archive/chengdu/7581/2020/results,,,,,,,,,,,,
2020-9164,56,ATP 250,Zhuhai (Suspended),9164,zhuhai,"Zhuhai, China",2020.09.28,2020,9,28,28,16,Outdoor,Hard,"$1,034,655",USD,1034655,/en/scores/archive/zhuhai/9164/2020/results,,,,,,,,,,,,
2020-747,57,ATP 500,Beijing (Suspended),747,beijing,"Beijing, China",2020.10.05,2020,10,5,32,16,Outdoor,Hard,"$3,728,800",USD,3728800,/en/scores/archive/beijing/747/2020/results,,,,,,,,,,,,
